"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"X4383","thing","0.00337032470201397","0","3.67147630062048e-05","0.00327860252845827","0.00118813640250064","0.00205450586499965","0.00159089918493658","0","0.000967496999534622","0.00116231015600785"
"X4384","think","0.00117824359501302","0","0","0.00219666369406704","0.00179886072154302","0.00147502985179462","0.001155036394543","0","0.000943003404609695","0.000955677239384234"
"X4385","thinkin","2.7401013837512e-05","0","0","0.000163930126422913","0.00029981012025717","0.000175598791880312","6.53794185590376e-05","0","2.44935949249271e-05","2.58291145779523e-05"
"X4386","third","2.7401013837512e-05","0","0","1.31144101138331e-05","6.66244711682601e-05","7.02395167521247e-05","0","0","3.67403923873907e-05","2.58291145779523e-05"
"X4387","thirst","0","0","0","6.55720505691654e-06","4.44163141121734e-05","0","0","0","0.000122467974624636","2.58291145779523e-05"
"X4388","thirsti","0","0","0","6.55720505691654e-06","2.22081570560867e-05","8.77993959401559e-05","0","0","4.89871898498543e-05","2.58291145779523e-05"
"X4389","thirti","0","0","0","6.55720505691654e-06","3.33122355841301e-05","1.75598791880312e-05","2.17931395196792e-05","0","1.22467974624636e-05","0"
"X4390","this","0.00460337032470201","0","0.000110144289018614","0.0058686985259403","0.0060961391118958","0.00514504460209314","0.00601490650743146","0.00116372099789076","0.00723785730031597","0.00441677859282984"
"X4391","thorn","2.7401013837512e-05","0","0","1.31144101138331e-05","1.11040785280434e-05","0","0","0","0.000134714772087099","0"
"X4392","those","0.000383614193725168","0","0","0.000393432303414992","0.000344226434369344","0.000228278429444405","0.000523035348472301","0","0.000673573860435496","0.000723215208182664"
"X4393","thou","0","0","0","0","2.22081570560867e-05","0","0","0","6.12339873123178e-05","0.000335778489513379"
"X4394","though","0","0","0","0.000544248019724073","0.000488579455233907","0.000193158671068343","0.000239724534716471","0","0.000367403923873907","0.000723215208182664"
"X4395","thought","0.00027401013837512","0","3.67147630062048e-05","0.000773750196716152","0.000621828397570428","0.000684835288333216","0.000217931395196792","0","0.00110221177162172","0.000774873437338568"
"X4396","thousand","2.7401013837512e-05","0","0","0.000124586896081414","5.55203926402168e-05","0.000105359275128187","8.71725580787168e-05","0","0.000232689151786808","0.000129145572889761"
"X4397","thread","8.2203041512536e-05","0","0","6.55720505691654e-06","1.11040785280434e-05","0","2.17931395196792e-05","0","6.12339873123178e-05","7.74873437338568e-05"
"X4398","threat","2.7401013837512e-05","0","0","6.55720505691654e-06","3.33122355841301e-05","0","2.17931395196792e-05","0","6.12339873123178e-05","0"
"X4399","threaten","0","0","0","6.55720505691654e-06","2.22081570560867e-05","0","0","0","3.67403923873907e-05","2.58291145779523e-05"
"X4400","three","0.000739827373612824","0","3.67147630062048e-05","0.00017048733147983","0.00019987341350478","0.000140479033504249","0.000196138255677113","0","0.000134714772087099","0.000258291145779523"
"X4401","threw","2.7401013837512e-05","0","0","2.62288202276662e-05","5.55203926402168e-05","0.000122919154316218","2.17931395196792e-05","0","3.67403923873907e-05","0"
"X4402","thrill","5.4802027675024e-05","0","0","0.000118029691024498","3.33122355841301e-05","0","6.53794185590376e-05","0","3.67403923873907e-05","5.16582291559045e-05"
"X4403","throat","5.4802027675024e-05","0","0","6.55720505691654e-06","7.77285496963034e-05","1.75598791880312e-05","2.17931395196792e-05","0","0.000195948759399417","0"
"X4404","throne","0","0","0","6.55720505691654e-06","2.22081570560867e-05","0","0","0","0.000122467974624636","7.74873437338568e-05"
"X4405","through","0.000849431428962872","0.000118021952083087","3.67147630062048e-05","0.00180323139065205","0.0011770323239726","0.00115895202641006","0.00183062371965305","0.000290930249472689","0.0028902442011414","0.00139477218720942"
"X4406","throughout","0","0","0","6.55720505691654e-06","1.11040785280434e-05","0","2.17931395196792e-05","0","3.67403923873907e-05","2.58291145779523e-05"
"X4407","throw","0.000383614193725168","0","0","0.000131144101138331","0.000433059062593691","0.000245838308632437","0.000305103953275509","0","0.00017145516447449","0"
"X4408","thrown","0","0","0","2.62288202276662e-05","3.33122355841301e-05","0","0","0","0.000146961569549563","2.58291145779523e-05"
"X4409","thru","5.4802027675024e-05","0","0","3.27860252845827e-05","2.22081570560867e-05","0","4.35862790393584e-05","0","1.22467974624636e-05","0.000284120260357475"
"X4410","thug","0","0.000118021952083087","0","6.55720505691654e-06","0.000277601963201084","0","8.71725580787168e-05","0","0","0"
"X4411","thumb","0","0","0","0","1.11040785280434e-05","7.02395167521247e-05","0","0","0","0"
"X4412","thunder","0.00013700506918756","0","0","3.93432303414992e-05","0","3.51197583760624e-05","0.000130758837118075","0","9.79743796997085e-05","0.000103316458311809"
"X4413","ti","2.7401013837512e-05","0.00141626342499705","0.0053603553989059","6.55720505691654e-06","0","0","0","0","0","0"
"X4414","tí","0","0","0.000807724786136506","0","0","0","0","0","0","0"
"X4415","tick","5.4802027675024e-05","0","0","1.31144101138331e-05","1.11040785280434e-05","1.75598791880312e-05","4.35862790393584e-05","0","1.22467974624636e-05","0"
"X4416","ticket","2.7401013837512e-05","0","0","6.55720505691654e-06","5.55203926402168e-05","8.77993959401559e-05","0.000196138255677113","0","0","2.58291145779523e-05"
"X4417","tide","0.000109604055350048","0","0","4.59004353984158e-05","0","0","4.35862790393584e-05","0.000218197687104517","0.000208195556861881","0"
"X4418","tie","0","0","0","9.83580758537481e-05","9.99367067523902e-05","1.75598791880312e-05","4.35862790393584e-05","0","0.000183701961936953","0.000258291145779523"
"X4419","tief","0","0.000118021952083087","0","0","0","0","0","0","0","0"
"X4420","tiempo","0","0","0.003047325329515","0","0","0","0","0","0","0"
"X4421","tien","0","0","0.00165216433527922","0","0","0","2.17931395196792e-05","0.000145465124736344","0","0"
"X4422","tienen","0","0","0.000110144289018614","0","0","0","0","0","0","0"
"X4423","tierra","0","0","0.000550721445093072","0","0","0","0","0","0","0"
"X4424","tiger","0","0","0","6.55720505691654e-06","1.11040785280434e-05","0","0","0","1.22467974624636e-05","0.000103316458311809"
"X4425","tight","0.000246609124537608","0.000118021952083087","0","0.000157372921365997","0.00016656117792065","0.000193158671068343","0.000130758837118075","0","0.000183701961936953","0.000284120260357475"
"X4426","til","0.00041101520756268","0","0","0.000183601741593663","0.000399746827009561","0.000140479033504249","0.000108965697598396","0.00116372099789076","0.000220442354324344","0.000129145572889761"
"X4427","till","0.000520619262912728","0.000118021952083087","0","0.000334417457902744","0.000344226434369344","0.000280958067008499","0.000653794185590376","0.000145465124736344","0.000428637911186225","0.000464924062403141"
"X4428","time","0.00468557336621455","0.000118021952083087","0","0.00521953522530557","0.00262056253261823","0.00244082320713633","0.00198317569629081","7.27325623681722e-05","0.00304945256815343","0.00284120260357475"
"X4429","timeless","2.7401013837512e-05","0","0","6.55720505691654e-06","0","0","0","0","2.44935949249271e-05","0"
"X4430","tin","8.2203041512536e-05","0","0","1.96716151707496e-05","1.11040785280434e-05","0","2.17931395196792e-05","0","0","0"
"X4431","tini","0","0","0","3.27860252845827e-05","0","0","0","0","6.12339873123178e-05","7.74873437338568e-05"
"X4432","tip","0","0","0","3.27860252845827e-05","0.000222081570560867","3.51197583760624e-05","6.53794185590376e-05","0","0.000146961569549563","0"
"X4433","tire","0.000246609124537608","0","7.34295260124096e-05","0.000111472485967581","0.00013324894233652","0.000175598791880312","4.35862790393584e-05","7.27325623681722e-05","0.000440884708648688","7.74873437338568e-05"
"X4434","to","0.0249075215782984","0.00047208780833235","0.000881154312148915","0.0254944132612915","0.0223636141554793","0.0235653578703379","0.0220982434729547","0.00298203505709506","0.024040463418816","0.0213090195268106"
"X4435","tô","0","0","0.000110144289018614","0","0","0","0","0","0","0"
"X4436","toast","0","0","0","6.55720505691654e-06","8.88326282243468e-05","1.75598791880312e-05","0","0","3.67403923873907e-05","0"
"X4437","toca","0","0","3.67147630062048e-05","0","0","0","0","0","0","0"
"X4438","tocar","0","0","0.000330432867055843","0","0","0","0","0","0","0"
"X4439","tod","0","0.000236043904166175","0","0","0","0","0","0","0","0"
"X4440","toda","0","0","0.00102801336417373","0","0","0","0","0","1.22467974624636e-05","0"
"X4441","today","0.000191807096862584","0","0","0.000688506530976237","0.000288706041729127","0.000263398187820468","0.000435862790393584","0","0.000257182746711735","0.000490753176981093"
"X4442","todo","2.7401013837512e-05","0","0.00550721445093072","0","0","0","0","0","3.67403923873907e-05","2.58291145779523e-05"
"X4443","toe","2.7401013837512e-05","0","0","2.62288202276662e-05","0.000144353020864564","5.26796375640936e-05","0.000108965697598396","0","4.89871898498543e-05","0"
"X4444","togeth","0.000109604055350048","0","0","0.00106226721922048","0.000322018277313257","0.000632155650769123","0.000588414767031339","0.000145465124736344","0.000355157126411443","0.000284120260357475"
"X4445","toi","0","0","0","0","0","0","0","0.00421848861735399","0","0"
"X4446","told","0.000493218249075216","0","0","0.000537690814667156","0.000455267219649777","0.000421437100512748","0.000174345116157434","0.000290930249472689","0.000183701961936953","0.000645727864448807"
"X4447","toll","0","0.000118021952083087","0","4.59004353984158e-05","1.11040785280434e-05","0","0","0","3.67403923873907e-05","0"
"X4448","tom","0","0","0","0.00017048733147983","1.11040785280434e-05","3.51197583760624e-05","2.17931395196792e-05","0","1.22467974624636e-05","0"
"X4449","toma","0","0","0.000220288578037229","0","0","0","0","0","0","0"
"X4450","tomb","2.7401013837512e-05","0","0","0","1.11040785280434e-05","0","0","0.000290930249472689","2.44935949249271e-05","2.58291145779523e-05"
"X4451","tomorrow","0.000164406083025072","0","0","0.000570476839951739","6.66244711682601e-05","0.000140479033504249","4.35862790393584e-05","0","0.000232689151786808","0.000645727864448807"
"X4452","ton","0","0","0","0","5.55203926402168e-05","3.51197583760624e-05","2.17931395196792e-05","0.00290930249472689","0","0"
"X4453","tone","2.7401013837512e-05","0","0","0","3.33122355841301e-05","7.02395167521247e-05","0","0","1.22467974624636e-05","0"
"X4454","tongu","0.000109604055350048","0","0","5.90148455122489e-05","6.66244711682601e-05","0.000175598791880312","6.53794185590376e-05","0","0.000306169936561589","0.000103316458311809"
"X4455","toni","0","0","0","1.31144101138331e-05","2.22081570560867e-05","0","0.000108965697598396","0","1.22467974624636e-05","0"
"X4456","tonight","0.00175366488560077","0","7.34295260124096e-05","0.00053113360961024","0.000177665256448694","0.00165062864367493","0.000501242208952622","0","0.000832782227447523","0.00149808864552123"
"X4457","too","0.000657624332100288","0.000118021952083087","0","0.00148848554792005","0.0011770323239726","0.00165062864367493","0.000653794185590376","0","0.00108996497415926","0.000749044322760616"
"X4458","took","0.000520619262912728","0","0","0.000498347584325657","0.000455267219649777","0.00043899697970078","0.000217931395196792","0","0.000281676341636662","0.000749044322760616"
"X4459","tool","0","0","0","0","8.88326282243468e-05","1.75598791880312e-05","0","0","3.67403923873907e-05","2.58291145779523e-05"
"X4460","tooth","0","0","0","0","1.11040785280434e-05","1.75598791880312e-05","0","0","7.34807847747814e-05","5.16582291559045e-05"
"X4461","top","0.0013700506918756","0","7.34295260124096e-05","7.86864606829985e-05","0.000521891690818037","0.000614595771581092","0.000632001046070697","0.000290930249472689","0.000183701961936953","7.74873437338568e-05"
"X4462","torch","0","0","0","1.31144101138331e-05","2.22081570560867e-05","0","0","0","1.22467974624636e-05","0"
"X4463","tore","0","0","0","1.96716151707496e-05","1.11040785280434e-05","1.75598791880312e-05","0","0","1.22467974624636e-05","0"
"X4464","torment","0","0.000118021952083087","0","2.62288202276662e-05","0","0","0","0","7.34807847747814e-05","0"
"X4465","torn","0","0","0","6.55720505691654e-06","2.22081570560867e-05","1.75598791880312e-05","0","0","0.000244935949249271","0"
"X4466","tortur","0","0","0","6.55720505691654e-06","1.11040785280434e-05","0","0","0","0.000159208367012026","0"
"X4467","toss","0","0","0","4.59004353984158e-05","6.66244711682601e-05","1.75598791880312e-05","0","0","1.22467974624636e-05","5.16582291559045e-05"
"X4468","tot","0","0.000236043904166175","0","0","0","0","0","0","0","2.58291145779523e-05"
"X4469","total","0.000328812166050144","0.000118021952083087","0.000220288578037229","6.55720505691654e-06","1.11040785280434e-05","3.51197583760624e-05","6.53794185590376e-05","0","4.89871898498543e-05","0"
"X4470","touch","0.00041101520756268","0","0","0.000596705660179405","0.000322018277313257","0.000316077825384561","0.000479449069432943","0.000363662811840861","0.000355157126411443","0.00080070255191652"
"X4471","tough","0.000109604055350048","0","0","5.90148455122489e-05","0.00013324894233652","7.02395167521247e-05","0.000152551976637754","0","2.44935949249271e-05","5.16582291559045e-05"
"X4472","toujour","0","0","0","0","0","0","0","0.00196377918394065","0","0"
"X4473","tour","0","0","0","1.31144101138331e-05","5.55203926402168e-05","0","2.17931395196792e-05","0.000581860498945378","0","2.58291145779523e-05"
"X4474","tous","0","0","0","0","0","0","0","0.00254563968288603","0","0"
"X4475","tout","0","0.000118021952083087","0","0","0","0","0","0.010546221543385","0","0"
"X4476","toward","0","0","0","2.62288202276662e-05","1.11040785280434e-05","0","0","0","0.000220442354324344","7.74873437338568e-05"
"X4477","tower","0.000301411152212632","0.000118021952083087","0","1.31144101138331e-05","1.11040785280434e-05","0","6.53794185590376e-05","0","8.5727582237245e-05","0.000103316458311809"
"X4478","town","0.00041101520756268","0","0","0.000157372921365997","0.000277601963201084","0.00124675142235021","0.00028331081375583","7.27325623681722e-05","0.000367403923873907","0.00105899369769604"
"X4479","toy","0.00013700506918756","0.000118021952083087","0","3.27860252845827e-05","5.55203926402168e-05","1.75598791880312e-05","6.53794185590376e-05","0","2.44935949249271e-05","2.58291145779523e-05"
"X4480","tra","0","0.000236043904166175","0","0","0","0","0","0","0","0"
"X4481","trace","0","0","0","7.21292556260819e-05","1.11040785280434e-05","5.26796375640936e-05","2.17931395196792e-05","0","4.89871898498543e-05","0.000154974687467714"
"X4482","track","5.4802027675024e-05","0.00047208780833235","0","0.000104915280910665","0.00019987341350478","5.26796375640936e-05","0.00026151767423615","0","0.000110221177162172","0.000154974687467714"
"X4483","trade","5.4802027675024e-05","0","0","4.59004353984158e-05","7.77285496963034e-05","0.000368757462948655","4.35862790393584e-05","0","9.79743796997085e-05","0.000103316458311809"
"X4484","tradit","0","0","0","1.31144101138331e-05","2.22081570560867e-05","3.51197583760624e-05","0","7.27325623681722e-05","2.44935949249271e-05","0"
"X4485","traffic","0","0","0","6.55720505691654e-06","4.44163141121734e-05","1.75598791880312e-05","2.17931395196792e-05","0","3.67403923873907e-05","5.16582291559045e-05"
"X4486","tragedi","2.7401013837512e-05","0","0","1.96716151707496e-05","2.22081570560867e-05","0","0","0","3.67403923873907e-05","0"
"X4487","tragic","0","0","0","0","3.33122355841301e-05","0","0","0","2.44935949249271e-05","0"
"X4488","trail","0","0","0","0","1.11040785280434e-05","3.51197583760624e-05","0","0","4.89871898498543e-05","0"
"X4489","train","2.7401013837512e-05","0","0","6.55720505691654e-05","0.000155457099392607","0.000245838308632437","0.000217931395196792","0.00065459306131355","0.000195948759399417","0.000309949374935427"
"X4490","tranc","0","0","0","1.31144101138331e-05","0","5.26796375640936e-05","0","0","1.22467974624636e-05","0"
"X4491","transform","0","0","0","0","0","0","0","0","2.44935949249271e-05","0"
"X4492","translat","0","0","0","1.31144101138331e-05","1.11040785280434e-05","0","0","7.27325623681722e-05","1.22467974624636e-05","5.16582291559045e-05"
"X4493","trap","2.7401013837512e-05","0","0","5.24576404553323e-05","0.00013324894233652","3.51197583760624e-05","4.35862790393584e-05","0","6.12339873123178e-05","2.58291145779523e-05"
"X4494","tras","0","0","0.000110144289018614","0","0","0","0","0","0","0"
"X4495","trash","0","0","0","6.55720505691654e-06","6.66244711682601e-05","5.26796375640936e-05","6.53794185590376e-05","0","3.67403923873907e-05","5.16582291559045e-05"
"X4496","traum","0","0.000236043904166175","0","0","0","0","0","0","0","0"
"X4497","travel","2.7401013837512e-05","0","0","3.93432303414992e-05","2.22081570560867e-05","7.02395167521247e-05","0.000130758837118075","0","0.000146961569549563","0.000180803802045666"
"X4498","tread","0","0","0","0","0","1.75598791880312e-05","0","0","0","0.000154974687467714"
"X4499","treasur","2.7401013837512e-05","0","0","3.27860252845827e-05","0","0","2.17931395196792e-05","0","4.89871898498543e-05","2.58291145779523e-05"
"X4500","treat","0","0","0","0.000131144101138331","0.00016656117792065","0.000193158671068343","0.000305103953275509","0","2.44935949249271e-05","0.000206632916623618"
"X4501","tree","0.000356213179887656","0","0","0.000124586896081414","0.00013324894233652","1.75598791880312e-05","6.53794185590376e-05","0.000145465124736344","0.000281676341636662","0.000413265833247236"
"X4502","trembl","0","0","0","3.27860252845827e-05","0","0","0","0.000145465124736344","0.000146961569549563","0.000154974687467714"
"X4503","trend","0","0","0","6.55720505691654e-06","3.33122355841301e-05","0","0","0","3.67403923873907e-05","0"
"X4504","tres","0","0","0.000257003341043434","0","4.44163141121734e-05","0","0","0","0","0"
"X4505","très","0","0","0","0","0","0","0","0.00065459306131355","0","0"
"X4506","tri","0.00210987806548842","0","0","0.00207207679798563","0.00116592824544455","0.00100091311371778","0.00185241685917273","7.27325623681722e-05","0.000930756607147231","0.000878189895650377"
"X4507","trial","0","0","0","6.55720505691654e-06","0","0","0","0","3.67403923873907e-05","2.58291145779523e-05"
"X4508","tribe","0","0","0","0","5.55203926402168e-05","0","2.17931395196792e-05","0","1.22467974624636e-05","0"
"X4509","trick","2.7401013837512e-05","0","0","3.27860252845827e-05","0.000210977492032824","0.000105359275128187","8.71725580787168e-05","0","3.67403923873907e-05","0.000129145572889761"
"X4510","trigger","0","0","0","0","0.000111040785280434","7.02395167521247e-05","0","0","1.22467974624636e-05","0"
"X4511","trip","2.7401013837512e-05","0","0","2.62288202276662e-05","0.000210977492032824","5.26796375640936e-05","0.000108965697598396","0","0.000122467974624636","2.58291145779523e-05"
"X4512","trippin","2.7401013837512e-05","0","0","6.55720505691654e-06","4.44163141121734e-05","0","0","0","1.22467974624636e-05","0"
"X4513","trist","0","0","0.000697580497117891","0","0","0","0","0.00065459306131355","0","0"
"X4514","tristeza","0","0","0.000110144289018614","0","0","0","0","0","0","0"
"X4515","troi","0","0","0","0","0","3.51197583760624e-05","0","0.00065459306131355","1.22467974624636e-05","0"
"X4516","trop","0","0.000118021952083087","0","0","0","0","0","0.00167284893446796","0","0"
"X4517","troppo","0","0.000118021952083087","0","0","0","0","0","0","0","0"
"X4518","troubl","0.000383614193725168","0","0","0.000111472485967581","0.000111040785280434","0.000280958067008499","0.000239724534716471","0","7.34807847747814e-05","0.000387436718669284"
"X4519","truck","5.4802027675024e-05","0","0","0","0.00016656117792065","0","0.000174345116157434","0","2.44935949249271e-05","2.58291145779523e-05"
"X4520","true","0.000164406083025072","0.000118021952083087","0","0.00110161044956198","0.000466371298177821","0.000280958067008499","0.000740966743669093","0","0.000428637911186225","0.000697386093604711"
"X4521","truli","5.4802027675024e-05","0","0","3.27860252845827e-05","4.44163141121734e-05","1.75598791880312e-05","0.000108965697598396","0","6.12339873123178e-05","0"
"X4522","trumpet","0","0","0","6.55720505691654e-06","0","3.51197583760624e-05","0","0","1.22467974624636e-05","0"
"X4523","trunk","0","0","0","0","9.99367067523902e-05","3.51197583760624e-05","2.17931395196792e-05","0","1.22467974624636e-05","0"
"X4524","trust","5.4802027675024e-05","0","0","0.000295074227561244","0.000222081570560867","5.26796375640936e-05","4.35862790393584e-05","0","0.000367403923873907","0.000180803802045666"
"X4525","truth","0.000109604055350048","0","0","0.000465561559041074","0.000177665256448694","0.000140479033504249","0.000108965697598396","0","0.000600093075660715","0.000490753176981093"
"X4526","tryin","0.00027401013837512","0","0","0.000157372921365997","0.000666244711682601","0.000158038912692281","0.000152551976637754","0","1.22467974624636e-05","5.16582291559045e-05"
"X4527","tryna","0","0","0","1.31144101138331e-05","0.00016656117792065","8.77993959401559e-05","6.53794185590376e-05","0","0","0"
"X4528","tu","5.4802027675024e-05","0.00177032928124631","0.0191283915262327","1.96716151707496e-05","2.22081570560867e-05","0","0","0.0125827332896938","0","0"
"X4529","tú","0","0","0.00216617101736608","0","0","0","2.17931395196792e-05","0","0","0"
"X4530","tua","0","0.00047208780833235","7.34295260124096e-05","0","0","0","0","0","0","0"
"X4531","tuck","0","0","0","0","1.11040785280434e-05","0","0","0","0","2.58291145779523e-05"
"X4532","tudo","0","0","0.000477291919080662","0","0","0","0","0","0","0"
"X4533","tue","0","0","0","0","0","0","0","7.27325623681722e-05","0","0"
"X4534","tuesday","0","0","0","0.000124586896081414","4.44163141121734e-05","0","2.17931395196792e-05","0","7.34807847747814e-05","0"
"X4535","tumbl","2.7401013837512e-05","0","0","2.62288202276662e-05","0","0","0.00111145011550364","0","2.44935949249271e-05","5.16582291559045e-05"
"X4536","tun","0","0.0009441756166647","0","0","0","0","4.35862790393584e-05","0","0","0"
"X4537","tune","0.000164406083025072","0","0","1.96716151707496e-05","0.00013324894233652","8.77993959401559e-05","0.000130758837118075","0","9.79743796997085e-05","0.000103316458311809"
"X4538","tunnel","0","0","0","0","0","0","0","0","3.67403923873907e-05","2.58291145779523e-05"
"X4539","tuo","0","0.000118021952083087","0","0","0","0","0","0","0","0"
"X4540","tuoi","0","0","0","0","0","0","0","0","0","0"
"X4541","turn","0.0025208932730511","0.000118021952083087","0","0.00112128206473273","0.00104378338163607","0.000667275409145185","0.000958898138865885","0","0.00159208367012026","0.000826531666494473"
"X4542","turnin","0","0","0","1.96716151707496e-05","5.55203926402168e-05","0.000122919154316218","2.17931395196792e-05","0","3.67403923873907e-05","0"
"X4543","tus","0","0","0.00411205345669494","0","0","0","0","0","0","0"
"X4544","tut","2.7401013837512e-05","0.00047208780833235","0","0","0","0","0","0","0","0"
"X4545","tutti","0","0.00047208780833235","0","0","0","0","0","0","0","0"
"X4546","tutto","0","0.00306857075416027","0","0","0","0","0","0","0","0"
"X4547","tuve","0","0","3.67147630062048e-05","0","0","0","0","0","0","0"
"X4548","tuyo","0","0","0.000293718104049638","0","0","0","0","0","0","0"
"X4549","tv","0.000109604055350048","0.000236043904166175","0","2.62288202276662e-05","9.99367067523902e-05","3.51197583760624e-05","0.000196138255677113","0","8.5727582237245e-05","7.74873437338568e-05"
"X4550","twelv","2.7401013837512e-05","0","0","6.55720505691654e-06","1.11040785280434e-05","1.75598791880312e-05","6.53794185590376e-05","0","3.67403923873907e-05","2.58291145779523e-05"
"X4551","twenti","2.7401013837512e-05","0","0","2.62288202276662e-05","0.000111040785280434","0","0.000130758837118075","0","1.22467974624636e-05","0"
"X4552","twice","8.2203041512536e-05","0.000118021952083087","0","5.90148455122489e-05","0.000111040785280434","1.75598791880312e-05","0.000130758837118075","0","2.44935949249271e-05","2.58291145779523e-05"
"X4553","twilight","0","0","0","6.55720505691654e-06","1.11040785280434e-05","0","2.17931395196792e-05","0","3.67403923873907e-05","2.58291145779523e-05"
"X4554","twin","0","0.000118021952083087","0","1.96716151707496e-05","1.11040785280434e-05","0","2.17931395196792e-05","0","6.12339873123178e-05","0"
"X4555","twist","0.000493218249075216","0.000118021952083087","0","3.93432303414992e-05","0.00019987341350478","1.75598791880312e-05","2.17931395196792e-05","0","0.000318416734024053","7.74873437338568e-05"
"X4556","two","0.00175366488560077","0","3.67147630062048e-05","0.000740964171431569","0.000732869182850861","0.000351197583760624","0.000501242208952622","0","0.000489871898498543","0.000284120260357475"
"X4557","ty","0","0","0","6.55720505691654e-06","2.22081570560867e-05","0","0","0","0","0"
"X4558","type","0","0","0","3.27860252845827e-05","0.000322018277313257","8.77993959401559e-05","8.71725580787168e-05","0.000145465124736344","1.22467974624636e-05","0"
"X4559","u","0.000438416221400192","0.000236043904166175","0","3.27860252845827e-05","0.00023318564908891","0.000755074805085341","0.000196138255677113","0","4.89871898498543e-05","0.000103316458311809"
"X4560","über","0","0.00318659270624336","0","0","0","0","0","0","0","0"
"X4561","ugli","2.7401013837512e-05","0","0","1.96716151707496e-05","4.44163141121734e-05","1.75598791880312e-05","4.35862790393584e-05","0","0.000146961569549563","2.58291145779523e-05"
"X4562","uh","0.000767228387450336","0.000118021952083087","7.34295260124096e-05","7.86864606829985e-05","0.000766181418434991","0.000263398187820468","0.00119862267358236","0","0.000122467974624636","0.000129145572889761"
"X4563","uhh","8.2203041512536e-05","0.000236043904166175","3.67147630062048e-05","6.55720505691654e-06","0.00016656117792065","0","0","0","0","0"
"X4564","uhhuh","0","0","0","6.55720505691654e-06","1.11040785280434e-05","0","0","0","0","0.000154974687467714"
"X4565","uit","0","0","0","0","0","0","0","0","0","0"
"X4566","ultim","2.7401013837512e-05","0","0","0","0.00013324894233652","0","0","0","7.34807847747814e-05","0"
"X4567","um","0","0.00247846099374484","0.000954583838161325","0","0.000111040785280434","0","2.17931395196792e-05","0","0","0.000206632916623618"
"X4568","uma","0","0","0.000403862393068253","0","0","0","0","0","0","0"
"X4569","un","2.7401013837512e-05","0.00519296589165585","0.0121158717920476","0","0","0","2.17931395196792e-05","0.0155647683467889","1.22467974624636e-05","7.74873437338568e-05"
"X4570","una","0","0.000236043904166175","0.00807724786136505","0","0","0","0","0","0","5.16582291559045e-05"
"X4571","unabl","0","0","0","6.55720505691654e-06","0","1.75598791880312e-05","0","0","2.44935949249271e-05","0"
"X4572","unawar","0","0","0","0","2.22081570560867e-05","1.75598791880312e-05","0","0","7.34807847747814e-05","2.58291145779523e-05"
"X4573","uncl","0","0","0","0","4.44163141121734e-05","1.75598791880312e-05","0.000152551976637754","0","0","2.58291145779523e-05"
"X4574","und","0","0.0367048270978402","0","0","0","0","0","0","1.22467974624636e-05","0"
"X4575","under","0.000109604055350048","0","0","0.00036064627813041","0.000310914198785214","0.000105359275128187","0.000523035348472301","7.27325623681722e-05","0.000575599480735788","0.000671556979026759"
"X4576","underground","0.000191807096862584","0","0","2.62288202276662e-05","0.000111040785280434","1.75598791880312e-05","0.000130758837118075","0","6.12339873123178e-05","2.58291145779523e-05"
"X4577","underneath","2.7401013837512e-05","0","0","4.59004353984158e-05","0","8.77993959401559e-05","4.35862790393584e-05","0","0.000110221177162172","5.16582291559045e-05"
"X4578","understand","0.000438416221400192","0","0","0.000603262865236322","0.000377538669953474","0.000210718550256374","0.00026151767423615","0","0.000195948759399417","0.000206632916623618"
"X4579","understood","2.7401013837512e-05","0","0","6.55720505691654e-05","6.66244711682601e-05","0","2.17931395196792e-05","0","3.67403923873907e-05","0"
"X4580","undon","0.000356213179887656","0","0","1.31144101138331e-05","0","1.75598791880312e-05","2.17931395196792e-05","0","3.67403923873907e-05","2.58291145779523e-05"
"X4581","une","0","0","3.67147630062048e-05","0","0","0","0","0.00647319805076733","0","0"
"X4582","unfold","2.7401013837512e-05","0","0","6.55720505691654e-06","0","0","0","0","8.5727582237245e-05","2.58291145779523e-05"
"X4583","unhappi","0","0","0","6.55720505691654e-06","1.11040785280434e-05","0","6.53794185590376e-05","0","0","0"
"X4584","unholi","0","0","0","0","0","0","0","0","3.67403923873907e-05","0"
"X4585","uniform","2.7401013837512e-05","0","0","1.31144101138331e-05","0","5.26796375640936e-05","4.35862790393584e-05","0","1.22467974624636e-05","0"
"X4586","union","2.7401013837512e-05","0","0","0","0","1.75598791880312e-05","4.35862790393584e-05","0","0","0"
"X4587","unit","0","0","0","0","6.66244711682601e-05","0","0","7.27325623681722e-05","3.67403923873907e-05","0"
"X4588","uniti","0.000109604055350048","0","0","0","1.11040785280434e-05","0","0","0","2.44935949249271e-05","0"
"X4589","univers","2.7401013837512e-05","0","0","6.55720505691654e-06","3.33122355841301e-05","1.75598791880312e-05","0","0","0.000122467974624636","2.58291145779523e-05"
"X4590","unkind","0","0","0","3.93432303414992e-05","0","0","0","0","0","2.58291145779523e-05"
"X4591","unknown","0","0","0","5.90148455122489e-05","3.33122355841301e-05","0","4.35862790393584e-05","7.27325623681722e-05","6.12339873123178e-05","5.16582291559045e-05"
"X4592","unleash","0","0","0","1.31144101138331e-05","0","0","0","0","6.12339873123178e-05","0"
"X4593","unless","0","0","0","6.55720505691654e-06","0.000144353020864564","0","0","0","6.12339873123178e-05","0"
